CuvgID,team,forces,cuvgFunctions,location,timestampNMCSStart,logisticsMissionID,timestampNMCSEnd,durationNMCS
"4109","Blue","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4128","Blue","Army","[ArmorCompany, GroundTransport, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4147","Blue","Army","[ArmorCompany, GroundTransport, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4166","Blue","Army","[GroundTransport, GroundAttackMissile, GroundUtility, GroundResupply]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4218","Blue","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4237","Blue","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4256","Blue","Army","[ArmorCompany, GroundTransport, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4275","Blue","Army","[GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4296","Blue","Army","[GroundTransport, GroundRecon]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4329","Blue","Army","[GroundTransport, GroundEngineer, GroundAttackMissile, GroundAttack]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4368","Blue","Army","[GroundTransport, GroundEngineer, GroundIntel, GroundAttackMissile, GroundAttack]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4405","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundRescue]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4462","Blue","Army","[GroundTransport, GroundUtility, GroundRescue]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4492","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundAttackMissile, GroundRescue]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4540","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundAttackMissile, GroundRescue]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4588","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundRescue]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4629","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundAttackMissile, GroundRescue]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4677","Blue","Army","[GroundTransport, GroundRescue]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4710","Blue","Army","[GroundTransport, GroundUtility, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4748","Blue","Army","[DistributionCompany, GroundUtility, GroundTransport, GroundResupply, GroundEngineer]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4819","Blue","Army","[FieldArtilleryBattery, GroundTransport, GroundUtility, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4848","Blue","Army","[FieldArtilleryBattery, GroundTransport, GroundUtility, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4883","Blue","Army","[FieldArtilleryBattery, GroundTransport, GroundUtility, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4918","Blue","Army","[GroundTransport, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"4999","Blue","Army","[GroundTransport, GroundResupply]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"5037","Blue","Army","[CavalryTroop, GroundTransport, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"5057","Blue","Army","[CavalryTroop, GroundTransport, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"5077","Blue","Army","[CavalryTroop, GroundTransport, GroundAttackMissile]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"6067","Blue","Army","[GroundTransport, GroundUtility]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"6161","Blue","Army","[GroundTransport, GroundUtility]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"6255","Blue","Army","[GroundTransport, GroundUtility, GroundResupply]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"6672","Blue","Army","[AerialGroundRotaryAttack, AerialAttackGroundRotary]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"6697","Blue","Army","[GroundTransport, GroundUtility, GroundResupply]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"6766","Blue","Army","[GroundTransport, GroundResupply]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"23111","Blue","Army","[GroundAttackAir]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"23113","Blue","Army","[GroundAttackAir]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"37484","Blue","Navy","[MarineResupplyPort]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"37919","Blue","Navy","[MarineTransportLarge]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"38547","Blue","Marine_Corps","[GroundAttack, GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"38585","Blue","Marine_Corps","[AerialAttackGroundRotary, AerialTransport, AerialResupply, AerialAttackGround]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"42038","Blue","Marine_Corps","[GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"42098","Blue","Marine_Corps","[GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"42157","Blue","Marine_Corps","[GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"42235","Blue","Marine_Corps","[RifleCompany, GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"42238","Blue","Marine_Corps","[GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"42241","Blue","Marine_Corps","[GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"42244","Blue","Marine_Corps","[GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"42283","Blue","Marine_Corps","[GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"42301","Blue","Marine_Corps","[GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"42319","Blue","Marine_Corps","[GroundAttack, GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"42329","Blue","Marine_Corps","[GroundTransport]","(-35.410693696897994, -8.371301915011259)","0","Unknown","3600","3600"
"2604","Blue","Navy","[MarineAttackSmall]","(122.76089515169087, -17.221529447115387)","0","Unknown","3600","3600"
"12742","Blue","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","(122.76089515169087, -17.221529447115387)","0","Unknown","3600","3600"
"45478","Blue","Air_Force","[AerialResupply]","(98.54677580576242, -13.711667239010993)","0","Unknown","3600","3600"
"45491","Blue","Air_Force","[AerialResupply]","(99.29546100521912, -14.92808314732143)","0","Unknown","3600","3600"
"11958","Blue","Army","[FieldArtilleryBattery, GroundTransport, GroundUtility, GroundAttackMissile]","(112.86375194573316, 1.4960508241758106)","0","Unknown","3600","3600"
"14826","Blue","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","(112.86375194573316, 1.4960508241758106)","0","Unknown","3600","3600"
"20339","Blue","Army","[GroundTransport]","(112.86375194573316, 1.4960508241758106)","0","Unknown","3600","3600"
"24585","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundAttackMissile, GroundRescue]","(112.86375194573316, 1.4960508241758106)","0","Unknown","3600","3600"
"27626","Blue","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","(112.86375194573316, 1.4960508241758106)","0","Unknown","3600","3600"
"32389","Blue","Army","[GroundTransport, GroundResupply, GroundAttack]","(112.86375194573316, 1.4960508241758106)","0","Unknown","3600","3600"
"45232","Blue","Air_Force","[AerialTransport]","(112.86375194573316, 1.4960508241758106)","0","Unknown","3600","3600"
"2590","Blue","Navy","[MarineAttackSmall]","(-61.110670247832985, 36.63238324175825)","0","Unknown","3600","3600"
"2592","Blue","Navy","[MarineAttackSmall]","(-61.110670247832985, 36.63238324175825)","0","Unknown","3600","3600"
"2594","Blue","Navy","[MarineAttackSmall]","(-61.110670247832985, 36.63238324175825)","0","Unknown","3600","3600"
"2596","Blue","Navy","[MarineAttackSmall]","(-61.110670247832985, 36.63238324175825)","0","Unknown","3600","3600"
"2598","Blue","Navy","[MarineAttackSmall]","(-61.110670247832985, 36.63238324175825)","0","Unknown","3600","3600"
"37475","Blue","Navy","[MarineLandingSmall]","(-61.110670247832985, 36.63238324175825)","0","Unknown","3600","3600"
"37488","Blue","Navy","[MarineLandingMed]","(-61.110670247832985, 36.63238324175825)","0","Unknown","3600","3600"
"37493","Blue","Navy","[MarineTransportLarge]","(-61.110670247832985, 36.63238324175825)","0","Unknown","3600","3600"
"37495","Blue","Navy","[MarineTransportLarge]","(-61.110670247832985, 36.63238324175825)","0","Unknown","3600","3600"
"37927","Blue","Navy","[MarineTransportLarge]","(-61.110670247832985, 36.63238324175825)","0","Unknown","3600","3600"
"37503","Blue","Navy","[MarineTransportLarge]","(-61.110670247832985, 36.63238324175825)","0","Unknown","3600","3600"
"12569","Blue","Army","[ArmorCompany, GroundTransport, GroundAttackMissile]","(87.35519071999755, -5.676242702609898)","0","Unknown","3600","3600"
"15671","Blue","Army","[GroundTransport]","(87.35519071999755, -5.676242702609898)","0","Unknown","3600","3600"
"10825","Blue","Army","[GroundTransport, GroundRecon]","(106.89542758406117, -0.846458171423663)","0","Unknown","3600","3600"
"14077","Blue","Army","[GroundTransport, GroundAttackMissile]","(106.89542758406117, -0.846458171423663)","0","Unknown","3600","3600"
"18412","Blue","Army","[GroundTransport]","(106.89542758406117, -0.846458171423663)","0","Unknown","3600","3600"
"23666","Blue","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","(106.89542758406117, -0.846458171423663)","0","Unknown","3600","3600"
"26717","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundRescue]","(106.89542758406117, -0.846458171423663)","0","Unknown","3600","3600"
"30537","Blue","Army","[GroundTransport, GroundAttack]","(106.89542758406117, -0.846458171423663)","0","Unknown","3600","3600"
"41375","Blue","Marine_Corps","[GroundTransport]","(106.89542758406117, -0.846458171423663)","0","Unknown","3600","3600"
"42749","Blue","Marine_Corps","[GroundTransport]","(106.89542758406117, -0.846458171423663)","0","Unknown","3600","3600"
"44886","Blue","Air_Force","[AerialResupply]","(106.89542758406117, -0.846458171423663)","0","Unknown","3600","3600"
"12588","Blue","Army","[GroundTransport, GroundAttackMissile, GroundResupply]","(79.20092365095837, -1.2200807005494454)","0","Unknown","3600","3600"
"15693","Blue","Army","[GroundTransport, GroundRescue]","(79.20092365095837, -1.2200807005494454)","0","Unknown","3600","3600"
"12671","Blue","Army","[GroundTransport, GroundAttackMissile, GroundUtility, GroundResupply]","(62.118745994078864, -5.230785327953299)","0","Unknown","3600","3600"
"15726","Blue","Army","[GroundTransport, GroundUtility, GroundAttackMissile]","(62.118745994078864, -5.230785327953299)","0","Unknown","3600","3600"
"22437","Blue","Army","[GroundTransport]","(62.118745994078864, -5.230785327953299)","0","Unknown","3600","3600"
"25391","Blue","Army","[GroundTransport, GroundAttackMissile, GroundResupply]","(62.118745994078864, -5.230785327953299)","0","Unknown","3600","3600"
"28245","Blue","Army","[GroundTransport, GroundEngineer, GroundAttackMissile, GroundAttack]","(62.118745994078864, -5.230785327953299)","0","Unknown","3600","3600"
"34228","Blue","Army","[GroundTransport]","(62.118745994078864, -5.230785327953299)","0","Unknown","3600","3600"
"43672","Blue","Air_Force","[AerialTransport]","(62.118745994078864, -5.230785327953299)","0","Unknown","3600","3600"
"45540","Blue","Air_Force","[AerialTransport]","(62.118745994078864, -5.230785327953299)","0","Unknown","3600","3600"
