day,baseID,landLabel,location,team,forces,isPort,isShip,baseStatus,baseInventoryActual,baseInventoryBroker,fuelOutbound,fuelInboundPipeline,pipeline,pipelineStatus,reorderPoint,reorderQuantity,vehicleAirCount,vehicleGroundCount,vehicleSeaCount
"0","470","WO_West_Blue","(69.26317757294589, 2.805717719780219)","Blue","[Navy, Army, Marine_Corps, Air_Force]","Y","N","Normal","965452.94","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","9","801","0"
"0","476","WO_West_Blue","(57.37617173193138, 2.9331430288461604)","Blue","[Army, Air_Force, Marine_Corps, Navy]","Y","N","Normal","31526.344","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","95","812","0"
"0","481","H_Guam","(-16.190073327432543, 33.29222827953298)","Blue","[Air_Force, Navy]","Y","N","Normal","8.9872608E7","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","0","685","5"
"0","490","WO_West_Blue","(57.649082262544255, -4.381503262362642)","Blue","[Navy, Army, Air_Force, Marine_Corps]","Y","N","Normal","24706.07","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","138","386","0"
"0","494","WO_West_Blue","(60.622534450921734, -5.892851777129124)","Blue","[Air_Force, Army, Navy]","Y","N","Normal","2051487.4","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","200","380","10"
"0","507","WO_West_Blue","(57.152126285709926, -0.3448231456043942)","Blue","[Air_Force, Army, Navy, Marine_Corps]","Y","N","Normal","1438405.4","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","91","591","4"
"0","545","C_Japan","(-49.599552147555244, 7.293558980082423)","Blue","[Marine_Corps, Navy]","Y","N","Normal","5.8407268E7","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","158","0","15"
"0","555","D_Korea","(-35.410693696897994, -8.371301915011259)","Blue","[Navy, Air_Force]","Y","N","Normal","7.7996216E7","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","222","3939","2"
"0","584","WO_West_Blue","(59.3668396225695, -39.58002972141802)","Blue","[Air_Force]","N","N","Normal","526307.8","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","0","0","0"
"0","587","WO_West_Blue","(72.48139462462257, -37.65923882253802)","Blue","[Air_Force, Army]","N","N","Normal","2861431.5","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","0","0","0"
"0","595","WO_West_Blue","(83.76001241835553, -1.6066760388049488)","Blue","[Air_Force]","N","N","Normal","446542.66","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","9","0","0"
"0","601","WO_West_Blue","(63.362288904552116, -33.13257529751827)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","2.8631414E7","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","0","0","0"
"0","632","WO_West_Blue","(91.98299947458202, -10.179544518041098)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","220390.69","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","9","599","0"
"0","647","WO_West_Blue","(86.66110441800157, -17.933132530850514)","Blue","[Air_Force, Army]","N","N","Normal","710171.4","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","8","316","0"
"0","656","WO_West_Blue","(89.70744437176319, 6.645559484235463)","Blue","[Air_Force]","N","N","Normal","713628.6","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","9","0","0"
"0","661","WO_West_Blue","(102.80501509807902, -4.907456751777232)","Blue","[Air_Force, Army]","N","N","Normal","413950.25","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","9","365","0"
"0","664","WO_West_Blue","(68.22418817216732, -43.827694285935635)","Blue","[Air_Force]","N","N","Normal","130719.0","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","0","0","0"
"0","669","WO_West_Blue","(66.53776843605704, -38.88460781468476)","Blue","[Air_Force]","N","N","Normal","229713.75","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","0","0","0"
"0","671","WO_West_Blue","(57.11535531081756, -41.11240001014051)","Blue","[Air_Force]","N","N","Normal","658518.9","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","0","0","0"
"0","678","WO_West_Blue","(79.13972534785592, -11.332469823058887)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","30487.865","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","39","178","0"
"0","683","WO_West_Blue","(72.84219324487157, -35.22843200342632)","Blue","[Army, Air_Force]","N","N","Normal","1.5460441E7","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","0","0","0"
"0","699","WO_West_Blue","(118.37499093898788, -18.346846025068686)","Blue","[Air_Force, Army]","N","N","Normal","612824.3","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","14","259","0"
"0","704","WO_West_Blue","(95.01910366015579, -2.0789008725271287)","Blue","[Air_Force]","N","N","Normal","660382.1","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","8","0","0"
"0","709","WO_West_Blue","(67.73172149931457, -5.847782144228816)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","131125.94","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","10","382","0"
"0","721","WO_West_Blue","(69.674944585443, -12.307297139022324)","Blue","[Air_Force, Army]","N","N","Normal","810653.0","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","593","0"
"0","728","WO_West_Blue","(88.60168008720461, -2.5473632077423645)","Blue","[Air_Force, Army]","N","N","Normal","127464.14","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","40","533","0"
"0","732","WO_West_Blue","(85.39535675160982, -18.225979128863955)","Blue","[Air_Force, Army]","N","N","Normal","732235.5","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","39","368","0"
"0","738","WO_West_Blue","(87.83594149735438, 2.1080348555151005)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","1.1455144E7","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","6","47","0"
"0","752","WO_West_Blue","(51.803170018923225, -26.670254550137358)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","415741.6","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","0","0","0"
"0","769","WO_West_Blue","(82.58915422450667, 1.3304374788437485)","Blue","[Air_Force]","N","N","Normal","108775.63","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","8","0","0"
"0","775","WO_West_Blue","(77.11407944245718, -11.234607925227522)","Blue","[Air_Force]","N","N","Normal","725753.1","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","10","0","0"
"0","780","WO_West_Blue","(90.58712044119414, -7.189212070926743)","Blue","[Air_Force, Army]","N","N","Normal","383318.5","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","32","309","0"
"0","785","WO_West_Blue","(109.89766063743747, -17.031571943681314)","Blue","[Air_Force]","N","N","Normal","340289.3","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","8","0","0"
"0","791","WO_West_Blue","(83.0265738609632, -4.545546994565683)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","293429.2","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","419","0"
"0","799","WO_West_Blue","(97.06195423215962, -10.446976649605702)","Blue","[Air_Force, Army]","N","N","Normal","476193.7","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","16","326","0"
"0","829","WO_West_Blue","(106.89542758406117, -0.846458171423663)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","544805.56","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","10","389","0"
"0","843","WO_West_Blue","(104.25668905858072, 1.051555584391508)","Blue","[Air_Force]","N","N","Normal","104014.56","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","15","0","0"
"0","846","WO_West_Blue","(112.76530079425135, -2.5768281434394424)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","460973.34","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","11","314","0"
"0","855","WO_West_Blue","(81.43520487810326, -3.8632260506433482)","Blue","[Air_Force, Army]","N","N","Normal","670716.75","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","14","483","0"
"0","859","WO_West_Blue","(85.32088261183605, -2.588301787215201)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","777536.56","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","9","744","0"
"0","886","WO_West_Blue","(54.35630964636337, -24.409210827233125)","Blue","[Air_Force, Army]","N","N","Normal","843260.9","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","0","0","0"
"0","892","WO_West_Blue","(90.68340754563059, -2.02642871058805)","Blue","[Air_Force]","N","N","Normal","105397.21","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","0","0"
"0","896","WO_West_Blue","(100.08528796839636, -0.17573255599258175)","Blue","[Air_Force, Army]","N","N","Normal","111903.05","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","335","0"
"0","900","WO_West_Blue","(102.57946175989161, -2.1606142805000843)","Blue","[Air_Force]","N","N","Normal","700512.8","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","10","0","0"
"0","905","WO_West_Blue","(80.6325624284313, -15.43789747597772)","Blue","[Air_Force]","N","N","Normal","116138.46","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","9","0","0"
"0","909","WO_West_Blue","(84.24380256240352, -6.366930985894044)","Blue","[Army, Air_Force]","N","N","Normal","51744.13","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","10","362","0"
"0","914","WO_West_Blue","(75.76523698555965, -15.87131333274479)","Blue","[Air_Force]","N","N","Normal","503201.34","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","8","0","0"
"0","919","WO_West_Blue","(116.0609055540416, -11.58134540387961)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","7033887.0","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","80","0"
"0","936","WO_West_Blue","(73.26225722640149, -9.058077040726673)","Blue","[Air_Force]","N","N","Normal","99793.79","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","13","0","0"
"0","941","WO_West_Blue","(72.82726402301796, -6.13372094045468)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","22397.656","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","11","687","0"
"0","943","WO_West_Blue","(84.31194966273961, -14.478054172390102)","Blue","[Air_Force, Army]","N","N","Normal","357851.38","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","316","0"
"0","947","L_Hawaii","(2.4418163800207537, -2.028974931318686)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","2.5048688E7","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","58","1816","5"
"0","972","WO_West_Blue","(97.78508566948477, 1.4631803743131826)","Blue","[Air_Force, Army]","N","N","Normal","2028106.5","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","13","561","0"
"0","981","WO_West_Blue","(81.2447159992675, -4.751872639079664)","Blue","[Army, Air_Force]","N","N","Normal","284438.62","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","36","266","0"
"0","986","WO_West_Blue","(59.79307428223123, -1.0756407160143198)","Blue","[Air_Force, Army]","N","N","Normal","293193.94","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","98","252","0"
"0","989","WO_West_Blue","(116.88229888368329, 0.9105211195054892)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","178939.78","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","23","420","0"
"0","1001","WO_West_Blue","(107.34804921178733, -13.537120106456044)","Blue","[Army, Air_Force]","N","N","Normal","22769.668","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","33","266","0"
"0","1004","WO_West_Blue","(96.05710297506408, -16.903191535027474)","Blue","[Air_Force]","N","N","Normal","82203.02","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","0","0"
"0","1009","WO_West_Blue","(61.5907568662854, -2.1438229258126)","Blue","[Army, Air_Force]","N","N","Normal","2125774.0","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","81","521","0"
"0","1018","WO_West_Blue","(72.68688814323647, -0.6525208190247156)","Blue","[Air_Force]","N","N","Normal","673371.4","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","9","0","0"
"0","1021","WO_West_Blue","(114.85601813346966, -17.824503133585168)","Blue","[Air_Force]","N","N","Normal","112548.9","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","0","0"
"0","1026","WO_West_Blue","(71.15144587532109, -8.584869687087902)","Blue","[Air_Force, Army]","N","N","Normal","625317.3","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","6","564","0"
"0","1031","WO_West_Blue","(107.72980634232692, -19.625338040865387)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","378080.84","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","7","473","0"
"0","1044","WO_West_Blue","(113.96605983320109, -5.916219522664832)","Blue","[Air_Force]","N","N","Normal","424622.62","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","6","0","0"
"0","1048","WO_West_Blue","(74.50206400317424, -7.551425137362642)","Blue","[Air_Force]","N","N","Normal","612194.0","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","4","0","0"
"0","1054","WO_West_Blue","(98.11763435096447, -15.828709864354394)","Blue","[Army, Air_Force]","N","N","Normal","13518.402","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","352","0"
"0","1057","WO_West_Blue","(98.85406572381271, 5.609042324862628)","Blue","[Air_Force]","N","N","Normal","106151.42","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","6","0","0"
"0","1062","WO_West_Blue","(95.5195870467586, -17.953436212225284)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","739776.9","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","7","367","0"
"0","1080","WO_West_Blue","(112.86375194573316, 1.4960508241758106)","Blue","[Air_Force, Army]","N","N","Normal","3397245.8","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","6","308","0"
"0","1094","WO_West_Blue","(85.14257025622635, -17.089961796016482)","Blue","[Air_Force, Army]","N","N","Normal","728442.8","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","8","466","0"
"0","1100","WO_West_Blue","(112.50993219263597, -18.425997093178694)","Blue","[Air_Force, Army]","N","N","Normal","694088.4","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","32","256","0"
"0","1105","WO_West_Blue","(89.73339879517152, -3.00315504807692)","Blue","[Air_Force]","N","N","Normal","547959.2","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","14","0","0"
"0","1110","WO_West_Blue","(73.82002155510804, -1.3911376005176237)","Blue","[Air_Force, Army]","N","N","Normal","562733.5","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","13","300","0"
"0","1115","WO_West_Blue","(109.35623893602735, 5.106359460851635)","Blue","[Army, Air_Force]","N","N","Normal","60318.77","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","23","299","0"
"0","1121","WO_West_Blue","(96.74084933158343, 3.089296445741766)","Blue","[Army, Air_Force]","N","N","Normal","1.5294272E7","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","24","241","0"
"0","1136","WO_West_Blue","(80.53405843685141, 2.690000429258248)","Blue","[Air_Force, Army]","N","N","Normal","110594.67","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","0","471","0"
"0","1140","WO_West_Blue","(114.30949280507491, -18.216752735118007)","Blue","[Army, Air_Force]","N","N","Normal","1.4692162E7","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","4","307","0"
"0","1154","L_Hawaii","(3.2048370543889746, -2.317699390453299)","Blue","[Air_Force, Army]","N","N","Normal","4200174.5","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","81","432","0"
"0","1166","WO_West_Blue","(87.86170089570862, -4.109910389901103)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","2.076795E7","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","18","64","0"
"0","1190","WO_West_Blue","(111.04917902220325, -6.010038085847427)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","364041.4","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","0","714","0"
"0","1198","WO_West_Blue","(111.1615698401248, -5.268884670977798)","Blue","[Air_Force, Army]","N","N","Normal","587326.1","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","35","288","0"
"0","1203","WO_West_Blue","(74.61593231137834, -1.163896162431314)","Blue","[Air_Force]","N","N","Normal","92408.95","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","0","0"
"0","1234","WO_West_Blue","(85.12744075051887, -4.842102721497255)","Blue","[Army, Air_Force]","N","N","Normal","70306.37","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","14","235","0"
"0","1238","WO_West_Blue","(113.29647726925896, -4.631111564217036)","Blue","[Air_Force]","N","N","Normal","52909.832","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","14","0","0"
"0","1240","WO_West_Blue","(113.79034296407644, -7.330115685096146)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","739829.6","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","36","443","0"
"0","1255","WO_West_Blue","(110.40778586710093, -5.279247100660996)","Blue","[Army, Air_Force]","N","N","Normal","1.7122002E7","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","33","371","0"
"0","1270","WO_West_Blue","(65.02249515474301, -7.812779017857139)","Blue","[Air_Force, Army, Marine_Corps]","N","N","Normal","324232.22","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","10","687","0"
"0","1280","WO_West_Blue","(88.29405265620812, -2.4784738820769263)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","9277329.0","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","8","55","0"
"0","1299","H_Guam","(-10.629282520449294, 32.6588899381868)","Blue","[Air_Force, Marine_Corps]","N","N","Normal","2.1820044E7","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","0","0","0"
"0","1321","WO_West_Blue","(104.03616822198143, -13.692720853365387)","Blue","[Air_Force, Army]","N","N","Normal","923994.3","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","441","0"
"0","1331","WO_West_Blue","(98.54677580576242, -13.711667239010993)","Blue","[Air_Force]","N","N","Normal","483762.25","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","12","0","0"
"0","1335","WO_West_Blue","(99.29546100521912, -14.92808314732143)","Blue","[Air_Force]","N","N","Normal","613974.8","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","16","0","0"
"0","1339","WO_West_Blue","(87.35519071999755, -5.676242702609898)","Blue","[Army, Air_Force]","N","N","Normal","21224.834","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","16","240","0"
"0","1342","WO_West_Blue","(79.20092365095837, -1.2200807005494454)","Blue","[Air_Force, Army]","N","N","Normal","123032.39","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","14","327","0"
"0","1346","WO_West_Blue","(62.118745994078864, -5.230785327953299)","Blue","[Army, Air_Force]","N","N","Normal","70079.69","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","98","730","0"
"0","1350","F_Okinawa","(-34.90242839892869, 27.0472184065934)","Blue","[Air_Force, Army]","N","N","Normal","8273592.0","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","72","873","0"
"0","1366","H_Guam","(-11.197175491774516, 32.808937156593416)","Blue","[Air_Force, Army]","N","N","Normal","4274140.0","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","8","0","0"
"0","1378","WO_West_Blue","(58.02204534010002, -4.687964248080135)","Blue","[Air_Force, Army]","N","N","Normal","89932.266","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","60","349","0"
"0","1381","A_China","(-94.67083250671469, 27.19637491414835)","Red","[Army, Air_Force, Navy]","Y","N","Normal","33478.457","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","27","150","0"
"0","1385","A_China","(-84.01707452348613, 27.925266140109898)","Red","[Navy, Army, Marine_Corps, Air_Force]","Y","N","Normal","467167.06","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","469","7009","27"
"0","1391","A_China","(-88.85566213107374, 27.253670157967036)","Red","[Navy, Air_Force]","Y","N","Normal","4.9920236E7","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","47","102","4"
"0","1415","A_China","(-92.32390817188835, 26.666101476648365)","Red","[Air_Force, Army, Navy]","Y","N","Normal","1106891.6","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","1466","15492","53"
"0","1434","A_China","(-45.41727391344159, -3.7627167754120876)","Red","[Army, Navy]","Y","N","Normal","16695.072","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","39","320","0"
"0","1436","A_China","(-97.92199696599164, 28.294825291895606)","Red","[Navy, Army, Marine_Corps, Air_Force]","Y","N","Normal","947338.75","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","76","542","0"
"0","1451","A_China","(-49.29566368575266, -1.519917582417591)","Red","[Army, Navy]","Y","N","Normal","54636.24","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","12","162","1"
"0","1454","A_China","(-47.73515710841167, -4.8173828125)","Red","[Army, Air_Force, Marine_Corps, Navy]","Y","N","Normal","15714.403","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","13","294","3"
"0","1458","A_China","(-100.07861143328043, 26.99302455357143)","Red","[Navy, Army, Marine_Corps, Air_Force]","Y","N","Normal","604779.75","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","26","297","9"
"0","1469","A_China","(-86.5052773241973, 28.769413203983518)","Red","[Air_Force, Navy]","Y","N","Normal","7825818.0","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","463","692","32"
"0","1481","A_China","(-58.05551872863508, 7.752500429258234)","Red","[Air_Force, Navy]","Y","N","Normal","5481511.0","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","29","77","2"
"0","1491","A_China","(-80.77207453302405, 17.13579584478022)","Red","[Air_Force, Army, Navy, Marine_Corps]","Y","N","Normal","4515175.5","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","534","7791","13"
"0","1505","A_China","(-44.26183034351729, -5.661299150068686)","Red","[Army, Air_Force, Navy]","Y","N","Normal","4764.0566","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","43","231","2"
"0","1507","A_China","(-66.5036308429221, 7.681984031593416)","Red","[Navy, Army, Marine_Corps, Air_Force]","Y","N","Normal","163763.75","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","24","459","2"
"0","1515","A_China","(-86.18169904468319, 26.44086967719781)","Red","[Marine_Corps, Navy]","Y","N","Normal","1095278.5","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","0","76","2"
"0","1523","A_China","(-82.40073899706995, 15.47207675137362)","Red","[Air_Force, Army, Navy]","Y","N","Normal","2261223.2","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","48","149","3"
"0","1535","A_China","(-63.44766383263642, 7.669932606456044)","Red","[Army, Navy]","Y","N","Normal","73009.98","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","28","356","10"
"0","1541","A_China","(-53.52790147913868, 2.8974824004120876)","Red","[Army, Air_Force, Marine_Corps, Navy]","Y","N","Normal","13364.6875","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","69","234","2"
"0","1545","A_China","(-82.78882691368577, 18.81952910370879)","Red","[Army, Navy]","Y","N","Normal","30723.373","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","5","219","1"
"0","1548","A_China","(-83.02991183158345, 12.85848428914835)","Red","[Air_Force, Navy, Marine_Corps]","Y","N","Normal","622459.3","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","51","29","8"
"0","1555","A_China","(-55.19457211993347, 5.481960422390117)","Red","[Army, Air_Force, Navy]","Y","N","Normal","52021.66","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","54","270","4"
"0","1560","A_China","(-73.90775341266328, 8.76157924107143)","Red","[Air_Force, Marine_Corps, Navy]","Y","N","Normal","2.58794E7","Unknown","0.0","0.0","N","N/A","Unknown","Unknown","80","213","6"
"0","1580","A_China","(-70.74086888429373, 7.84636847527473)","Red","[Air_Force, Marine_Corps, Navy]","Y","N","Normal","2.7776392E7","Unknown","0.0","0.0","Y","Operational","Unknown","Unknown","27","159","4"
