cuvgID,name,team,forces,cuvgFunctions,vehicleCount
"168","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Brigade_Engineer_Battalion.2_Combat_Engineer_Company_a_Land","Blue","Army","[GroundTransport, GroundEngineer, GroundAttackMissile, GroundAttack]","38"
"170","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Brigade_Engineer_Battalion.2_Combat_Engineer_Company_b_Land","Blue","Army","[GroundTransport, GroundEngineer, GroundIntel, GroundAttackMissile, GroundAttack]","36"
"173","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Brigade_Support_Battalion.2_Forward_Company_(Field_Artillery_Battalion)_Land","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundRescue]","56"
"175","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Brigade_Support_Battalion.2_Forward_Company_(Cavalry_Squadron)_Land","Blue","Army","[GroundTransport, GroundUtility, GroundRescue]","29"
"177","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Brigade_Support_Battalion.2_Forward_Company_(Combined-Arms_Battalion_-_Infantry)_a_Land","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundAttackMissile, GroundRescue]","47"
"179","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Brigade_Support_Battalion.2_Forward_Company_(Combined-Arms_Battalion_-_Armor)_b_Land","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundAttackMissile, GroundRescue]","47"
"181","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Brigade_Support_Battalion.2_Forward_Company_(Brigade_Engineer_Battalion)_Land","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundRescue]","40"
"183","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Brigade_Support_Battalion.2_Forward_Company_(Combined-Arms_Battalion_-_Armor)_Land","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundAttackMissile, GroundRescue]","47"
"185","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Brigade_Support_Battalion.2_Medical_Company_Land","Blue","Army","[GroundTransport, GroundRescue]","32"
"187","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Brigade_Support_Battalion.2_Field_Maintenance_Company_Land","Blue","Army","[GroundTransport, GroundUtility, GroundAttackMissile]","37"
"189","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Brigade_Support_Battalion.2_Distribution_Company_Land","Blue","Army","[DistributionCompany, GroundUtility, GroundTransport, GroundResupply, GroundEngineer]","70"
"192","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Field_Artillery_Battalion.2_Field_Artillery_Battery_a_Land","Blue","Army","[FieldArtilleryBattery, GroundTransport, GroundUtility, GroundAttackMissile]","28"
"194","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Field_Artillery_Battalion.2_Field_Artillery_Battery_b_Land","Blue","Army","[FieldArtilleryBattery, GroundTransport, GroundUtility, GroundAttackMissile]","34"
"196","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_2.2_Field_Artillery_Battalion.2_Field_Artillery_Battery_c_Land","Blue","Army","[FieldArtilleryBattery, GroundTransport, GroundUtility, GroundAttackMissile]","34"
"200","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Cavalry_Squadron.3_Cavalry_Squadron_Vehicles_Land","Blue","Army","[GroundTransport, GroundAttackMissile]","80"
"202","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Cavalry_Squadron.3_HQ_Troop_Cavalry_Land","Blue","Army","[GroundTransport, GroundResupply]","37"
"204","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Cavalry_Squadron.3_Cavalry_Troop_a_Land","Blue","Army","[CavalryTroop, GroundTransport, GroundAttackMissile]","19"
"206","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Cavalry_Squadron.3_Cavalry_Troop_b_Land","Blue","Army","[CavalryTroop, GroundTransport, GroundAttackMissile]","19"
"208","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Cavalry_Squadron.3_Cavalry_Troop_c_Land","Blue","Army","[CavalryTroop, GroundTransport, GroundAttackMissile]","19"
"211","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined-Arms_Battalion_a.3_HQ_Company_a_Land","Blue","Army","[GroundTransport, GroundAttackMissile, GroundUtility, GroundResupply]","51"
"213","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined-Arms_Battalion_a.3_Rifle_Company_a_Land","Blue","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","18"
"215","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined-Arms_Battalion_a.3_Armor_Company_a.a_Land","Blue","Army","[ArmorCompany, GroundTransport, GroundAttackMissile]","18"
"216","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined-Arms_Battalion_a.3_Armor_Company_a.b_Land","Blue","Army","[ArmorCompany, GroundTransport, GroundAttackMissile]","18"
"219","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined-Arms_Battalion_b.3_HQ_Company_b_Land","Blue","Army","[GroundTransport, GroundAttackMissile, GroundUtility, GroundResupply]","51"
"221","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined-Arms_Battalion_b.3_Rifle_Company_b_Land","Blue","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","18"
"223","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined-Arms_Battalion_b.3_Armor_Company_b.a_Land","Blue","Army","[ArmorCompany, GroundTransport, GroundAttackMissile]","18"
"224","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined-Arms_Battalion_b.3_Armor_Company_b.b_Land","Blue","Army","[ArmorCompany, GroundTransport, GroundAttackMissile]","18"
"227","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined_Arms_Battalion_(Infantry)_c.3_HQ_Company_c_Land","Blue","Army","[GroundTransport, GroundAttackMissile, GroundUtility, GroundResupply]","51"
"229","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined_Arms_Battalion_(Infantry)_c.3_Rifle_Company_c.a_Land","Blue","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","18"
"230","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined_Arms_Battalion_(Infantry)_c.3_Rifle_Company_c.b_Land","Blue","Army","[RifleCompany, GroundTransport, GroundAttackMissile]","18"
"232","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Combined_Arms_Battalion_(Infantry)_c.3_Armor_Company_c_Land","Blue","Army","[ArmorCompany, GroundTransport, GroundAttackMissile]","18"
"235","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Brigade_Engineer_Battalion.3_Signal_Company_Land","Blue","Army","[GroundTransport]","20"
"237","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Brigade_Engineer_Battalion.3_Military_Intelligence_Company_Land","Blue","Army","[GroundTransport, GroundRecon]","32"
"239","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Brigade_Engineer_Battalion.3_Combat_Engineer_Company_a_Land","Blue","Army","[GroundTransport, GroundEngineer, GroundAttackMissile, GroundAttack]","38"
"241","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Brigade_Engineer_Battalion.3_Combat_Engineer_Company_b_Land","Blue","Army","[GroundTransport, GroundEngineer, GroundIntel, GroundAttackMissile, GroundAttack]","36"
"244","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Brigade_Support_Battalion.3_Forward_Company_(Field_Artillery_Battalion)_Land","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundRescue]","56"
"246","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Brigade_Support_Battalion.3_Forward_Company_(Cavalry_Squadron)_Land","Blue","Army","[GroundTransport, GroundUtility, GroundRescue]","29"
"248","blue_2_cocom.1_Army_Pacific.1_8th_Army.1_2nd_Infantry_Division.1_Rotational_Armored_Brigade_Combat_3.3_Brigade_Support_Battalion.3_Forward_Company_(Combined-Arms_Battalion_-_Infantry)_a_Land","Blue","Army","[GroundTransport, GroundUtility, GroundResupply, GroundAttackMissile, GroundRescue]","47"
